Time,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,Prediction
0.9957,-202.8278,-300.9947,-32.721,-28.7083,2.09,-19.2894,-8.1354,-14.8272,-51.2078,-77.2282,8
2.7127,-198.6301,-294.6635,-31.2472,-28.2037,1.4,-18.6851,-7.6441,-13.9881,-50.0268,-74.5923,8
4.3999,-199.7061,-295.2322,-31.114,-28.4759,0.86738,-18.4943,-7.5095,-13.5574,-50.3209,-74.2716,8
6.0966,-203.4291,-300.882,-31.7223,-29.1284,0.10589,-18.6515,-7.7036,-13.5517,-51.5892,-75.4215,8
7.8065,-208.1985,-308.7193,-32.8232,-29.9207,-0.43512,-18.9883,-8.0178,-13.5492,-53.1249,-77.4681,8
9.4496,-213.0331,-316.5708,-34.2746,-30.414,-0.86398,-19.2424,-8.3548,-13.5716,-54.5914,-79.8874,8
10.7397,-217.2765,-323.9333,-35.49,-31.1984,-1.3727,-19.459,-8.6393,-13.5881,-55.9895,-82.2145,8
12.4171,-221.0692,-330.3573,-36.7823,-31.9261,-1.6803,-19.7453,-8.8992,-13.5254,-56.9551,-84.3934,8
14.0794,-224.3135,-336.0137,-38.0123,-32.3379,-1.8731,-19.898,-9.0305,-13.5248,-57.9538,-86.3589,8
15.7873,-227.3314,-341.1816,-39.0483,-32.6826,-2.0322,-20.0619,-9.1787,-13.5876,-58.9071,-88.3404,8
17.487,-229.9925,-345.8277,-40.2597,-32.8389,-2.2071,-20.4426,-9.2724,-13.7882,-59.7332,-90.0208,8
19.1949,-232.3593,-349.9872,-41.5616,-33.1662,-2.2895,-20.6498,-9.3798,-13.8044,-60.4431,-91.46,8
20.8975,-234.4938,-354.0301,-42.7588,-33.5139,-2.3719,-20.7639,-9.4769,-13.83,-61.2264,-92.711,8
22.6297,-236.6689,-357.4821,-43.9029,-33.7929,-2.2867,-20.8193,-9.3609,-13.8098,-61.8258,-93.962,8
24.3893,-238.6587,-360.6749,-45.0687,-34.2064,-2.3264,-20.897,-9.3899,-13.7462,-62.3385,-95.2005,8
25.7021,-240.4136,-363.6802,-46.1713,-34.3345,-2.4517,-21.1379,-9.471,-13.7967,-63.0059,-96.3846,8
27.4226,-242.025,-366.4644,-47.2691,-34.3558,-2.5636,-21.245,-9.5724,-13.8832,-63.4643,-97.5426,8
29.1841,-243.5235,-369.3209,-48.3427,-34.4216,-2.6548,-21.4904,-9.7423,-13.9723,-63.8523,-98.6127,8
30.8779,-245.1829,-371.9063,-49.3559,-34.6801,-2.8088,-21.5436,-9.8324,-14.0439,-64.3006,-99.5904,8
32.6026,-246.754,-374.3484,-50.4645,-35.0648,-3.0105,-21.5306,-9.9239,-14.0978,-64.7459,-100.5286,8
34.3613,-248.2029,-376.6258,-51.4721,-35.2057,-3.1663,-21.5735,-9.9626,-14.1779,-65.279,-101.4573,8
36.0348,-249.5261,-378.9373,-52.4878,-35.3628,-3.2059,-21.7235,-10.0243,-14.0561,-65.7133,-102.3103,8
37.7468,-250.9163,-381.2248,-53.4638,-35.5505,-3.2436,-21.8557,-10.2085,-14.0426,-66.0818,-103.1945,8
39.434,-252.1939,-383.3947,-54.4403,-35.7458,-3.2853,-21.6826,-10.2943,-14.1899,-66.5228,-104.0635,8
41.1521,-253.3926,-385.3449,-55.2675,-35.9254,-3.3753,-21.628,-10.3746,-14.2621,-66.8034,-104.9072,8
42.8374,-254.6491,-387.5583,-56.0387,-36.3238,-3.5167,-21.6314,-10.3989,-14.4913,-67.2235,-105.6414,8
44.5166,-255.6529,-389.7314,-56.9561,-36.5525,-3.6228,-21.3948,-10.2888,-14.5343,-67.4225,-106.456,8
46.3061,-256.8107,-391.8859,-57.797,-36.6992,-3.6663,-21.4687,-10.2724,-14.5087,-67.838,-107.3276,8
48.0621,-258.1172,-393.9293,-58.77,-36.7972,-3.767,-21.566,-10.4992,-14.4554,-68.2179,-108.1224,8
49.8079,-259.6417,-396.1412,-59.7605,-36.925,-4.0029,-21.6745,-10.6283,-14.29,-68.6151,-108.9156,8
51.4958,-260.9537,-398.1521,-60.7764,-37.0608,-4.1013,-21.8404,-10.5418,-14.2339,-68.9444,-109.696,8
53.2088,-262.132,-400.2229,-61.8062,-37.1937,-4.1003,-21.9658,-10.5453,-14.3477,-69.3983,-110.5078,8
54.886,-263.3019,-402.2629,-62.769,-37.3174,-4.1862,-22.2221,-10.5906,-14.4711,-69.8632,-111.3971,8
56.6315,-264.4474,-404.3003,-63.726,-37.4725,-4.2251,-22.2864,-10.6576,-14.6544,-70.1394,-112.2083,8
58.3593,-265.5598,-406.2498,-64.7003,-37.5085,-4.2535,-22.3578,-10.7206,-14.6635,-70.5357,-112.7757,8
60.114,-266.6336,-408.0964,-65.621,-37.5903,-4.3174,-22.5785,-10.6949,-14.8496,-70.9493,-113.4754,8
61.8618,-267.7132,-409.9267,-66.3482,-37.5677,-4.3152,-22.591,-10.725,-14.867,-71.3491,-114.2283,8
63.5683,-268.8518,-411.6149,-67.2213,-37.6903,-4.2987,-22.6101,-10.7345,-14.789,-71.6303,-114.9239,8
65.3078,-269.9369,-413.2151,-68.1424,-37.8562,-4.3263,-22.6254,-10.823,-14.7202,-72.0191,-115.6326,8
67.032,-270.9719,-414.8729,-69.0748,-38.0694,-4.3771,-22.6516,-10.8466,-14.674,-72.3808,-116.3819,8
68.789,-271.8808,-416.5136,-69.9868,-38.2713,-4.477,-22.8408,-10.9277,-14.6477,-72.6349,-117.0592,8
70.5477,-272.8189,-418.1861,-70.6754,-38.4474,-4.5446,-22.8625,-10.7765,-14.5122,-72.8378,-117.83,8
72.3915,-273.6737,-419.9312,-71.4641,-38.5958,-4.5971,-22.8646,-10.8121,-14.3188,-73.1446,-118.5363,8
74.2101,-274.4583,-421.6312,-72.5334,-38.6818,-4.6412,-22.8557,-10.8694,-14.2155,-73.597,-119.0958,8
75.9483,-275.2982,-423.2027,-73.272,-38.8229,-4.7244,-22.8963,-10.9792,-14.247,-73.903,-119.6125,8
77.2299,-276.0721,-424.7085,-74.0964,-38.8922,-4.816,-22.7522,-11.0839,-14.285,-74.2129,-120.1769,8
78.963,-276.9428,-426.1011,-74.9344,-39.1369,-4.8633,-22.7683,-11.1321,-14.3957,-74.5779,-120.736,8
80.2649,-277.7834,-427.4188,-75.9062,-39.1319,-5.0521,-22.8008,-11.1525,-14.4695,-74.9,-121.3048,8
82.0971,-278.5555,-428.7179,-76.5706,-39.21,-5.1078,-22.7263,-11.2017,-14.6387,-75.2616,-121.8819,8
83.8646,-279.244,-430.0182,-77.1011,-39.3053,-5.1552,-22.7806,-11.2574,-14.7314,-75.5624,-122.4267,8
85.6573,-279.9387,-431.3982,-77.8953,-39.3713,-5.1911,-22.7552,-11.1089,-14.6227,-75.7805,-123.0068,8
86.9815,-280.6681,-432.7444,-78.6734,-39.4186,-5.2293,-22.7534,-11.0704,-14.6132,-75.9955,-123.5187,8
88.7548,-281.3526,-433.8935,-79.5269,-39.3374,-5.2677,-22.7964,-11.0785,-14.6435,-76.24,-124.016,8
90.5413,-282.1623,-435.0872,-80.4971,-39.3506,-5.3056,-22.6948,-11.1128,-14.6112,-76.521,-124.4747,8
92.3124,-282.5726,-436.1229,-81.1537,-39.6018,-5.3423,-22.7183,-11.2261,-14.6353,-76.6699,-124.8953,8
94.0709,-283.0575,-436.8725,-81.8251,-39.5893,-5.3376,-22.9825,-11.2286,-14.7532,-76.845,-125.3192,8
95.8817,-283.2422,-437.6356,-82.5025,-39.6835,-5.2835,-23.0996,-11.2705,-14.7286,-77.0573,-125.7196,8
97.8529,-283.6994,-438.4403,-83.1605,-39.7936,-5.2245,-23.1399,-11.316,-14.6925,-77.5114,-126.1684,8
99.6958,-284.1633,-439.0478,-83.855,-40.0677,-5.2592,-23.1757,-11.3603,-14.6922,-77.7928,-126.4397,8
101.4726,-284.6708,-440.021,-84.5599,-40.2329,-5.328,-23.292,-11.394,-14.7903,-78.1383,-126.8392,8
103.2049,-285.1559,-440.9751,-85.1445,-40.2124,-5.4419,-23.3412,-11.417,-14.8665,-78.2919,-127.2106,8
104.9385,-285.5659,-441.7374,-85.776,-40.001,-5.5127,-23.3572,-11.5513,-14.9588,-78.4499,-127.5903,8
106.7732,-285.8457,-442.4793,-86.4264,-39.879,-5.4383,-23.2741,-11.5827,-14.9559,-78.588,-128.0524,8
108.5382,-286.152,-443.3551,-87.0466,-39.8951,-5.4438,-23.211,-11.5705,-14.9183,-78.7113,-128.4557,8
110.3203,-286.4529,-443.9558,-87.7335,-39.9242,-5.4809,-23.0451,-11.6967,-14.9107,-78.6933,-128.794,8
112.1494,-286.614,-444.1987,-88.3109,-40.026,-5.4112,-23.0314,-11.7748,-14.8767,-78.6309,-129.1087,8
113.8975,-286.7551,-444.494,-88.6933,-40.0886,-5.5112,-23.0719,-11.7416,-14.9571,-78.5645,-129.302,8
115.7005,-286.8781,-444.8307,-89.0337,-40.163,-5.5757,-22.9684,-11.8631,-14.9415,-78.5534,-129.5151,8
117.4649,-286.9459,-445.1101,-89.4801,-40.2208,-5.623,-22.9803,-11.6197,-14.9324,-78.4835,-129.7102,8
119.2758,-287.1007,-445.3554,-90.1104,-40.2181,-5.6881,-23.0271,-11.4847,-14.9587,-78.5598,-129.9187,8
121.0945,-287.0126,-445.4918,-90.6734,-40.2253,-5.7506,-23.0828,-11.4376,-14.9149,-78.6684,-129.9398,8
122.9146,-287.1563,-445.7829,-91.2012,-40.1864,-5.8018,-23.0831,-11.4425,-14.7688,-78.8465,-130.0898,8
124.6964,-287.1308,-445.6448,-91.7853,-40.2097,-5.7578,-23.0977,-11.4544,-14.5635,-78.9638,-130.2574,8
126.3058,-286.9068,-445.3668,-92.3383,-40.1998,-5.7244,-23.1501,-11.4178,-14.5294,-78.9467,-130.4055,8
128.0279,-286.7939,-445.0502,-92.7883,-40.1696,-5.698,-23.0048,-11.4023,-14.603,-78.9054,-130.5447,8
606.2458,-221.3986,-330.9966,-44.566,-31.8431,-5.1738,-17.6,-9.7809,-11.2885,-57.9391,-86.8087,10
608.1082,-226.6493,-340.1352,-45.6904,-32.788,-5.5659,-17.9554,-10.2566,-11.2253,-59.4647,-88.9245,10
610.0194,-232.5785,-350.6575,-47.2465,-33.6804,-5.9668,-18.3772,-10.7674,-11.2915,-61.2029,-91.9094,10
611.8578,-238.0167,-360.2974,-49.0207,-34.4677,-6.3475,-18.742,-11.3266,-11.4718,-62.9869,-94.9838,10
613.6234,-242.7635,-368.3993,-50.6422,-35.085,-6.6644,-18.9024,-11.6528,-11.6271,-64.453,-98.0477,10
615.4903,-246.7268,-375.2848,-52.2935,-35.7902,-6.867,-19.1641,-11.9608,-11.8245,-65.6565,-100.3445,10
617.2741,-250.0242,-380.8772,-53.7606,-36.2609,-7.0775,-19.3842,-11.9699,-11.8417,-66.6209,-102.4219,10
619.142,-252.9729,-385.5835,-55.1333,-36.5023,-7.1815,-19.4847,-11.9607,-11.8738,-67.4099,-104.2725,10
620.965,-255.1538,-389.608,-56.4517,-36.8622,-7.3173,-19.6424,-11.9866,-11.9047,-68.1128,-105.9277,10
622.7772,-257.1022,-392.9934,-57.9121,-37.1837,-7.3244,-19.8001,-11.8758,-12.0592,-68.8571,-107.2068,10
624.6378,-258.7207,-396.0525,-59.2014,-37.5767,-7.412,-19.9411,-11.9358,-12.0333,-69.4423,-108.511,10
626.4781,-260.4151,-398.8334,-60.3554,-37.5736,-7.5163,-20.0934,-12.0489,-12.108,-70.0999,-109.7444,10
628.347,-261.8188,-401.1268,-61.4026,-37.599,-7.6198,-20.349,-12.0134,-12.2829,-70.5777,-110.8156,10
630.2345,-263.1373,-403.4091,-62.428,-37.7164,-7.6266,-20.4454,-12.0454,-12.1962,-70.9847,-111.8212,10
632.0521,-264.4438,-405.6988,-63.4254,-37.7561,-7.6813,-20.5521,-12.1382,-12.0256,-71.4412,-112.7748,10
633.8869,-265.6277,-407.6175,-64.4382,-37.9292,-7.7892,-20.8042,-12.2889,-11.9289,-71.9156,-113.6965,10
635.7665,-266.6609,-409.55,-65.2385,-38.1291,-7.908,-20.8399,-12.4361,-11.8488,-72.2694,-114.3549,10
637.5914,-267.716,-411.4372,-66.1811,-38.3226,-8.0938,-20.8749,-12.5193,-12.0326,-72.4273,-115.1906,10
639.4466,-268.7797,-413.1267,-67.1311,-38.4879,-8.1164,-20.861,-12.6073,-12.1605,-72.6363,-116.0546,10
641.2856,-269.7684,-414.9385,-68.0911,-38.627,-8.1613,-20.7266,-12.6866,-12.3303,-72.8643,-116.9012,10
643.1376,-270.857,-416.7743,-69.005,-38.7463,-8.2085,-20.6941,-12.876,-12.4385,-73.2202,-117.6166,10
645.0001,-271.935,-418.6447,-70.0687,-38.8916,-8.2213,-20.7501,-12.9976,-12.7125,-73.6719,-118.3901,10
646.8957,-272.9291,-420.4136,-71.0099,-39.0355,-8.303,-20.84,-12.9989,-12.8018,-74.0754,-119.1232,10
648.7334,-273.978,-422.2146,-71.7135,-39.1282,-8.4012,-20.9679,-13.035,-12.8142,-74.422,-119.8723,10
650.5477,-274.8086,-423.731,-72.7676,-39.398,-8.4565,-21.0907,-12.9646,-12.7903,-74.7588,-120.5662,10
652.4596,-275.7209,-425.4199,-73.8622,-39.4201,-8.4495,-21.1161,-12.8358,-12.7272,-75.2708,-121.3543,10
654.3313,-276.6425,-426.9319,-74.565,-39.5235,-8.5056,-21.3453,-12.7878,-12.7047,-75.5961,-122.0726,10
656.1809,-277.5992,-428.4245,-75.2758,-39.4827,-8.5425,-21.4959,-12.8254,-12.7431,-75.8322,-122.7169,10
658.0805,-278.4594,-429.775,-76.0742,-39.5799,-8.8143,-21.5231,-12.8944,-12.6014,-76.1399,-123.2102,10
659.9227,-279.2348,-431.0188,-76.8753,-39.5582,-8.849,-21.5758,-12.7638,-12.5779,-76.2631,-123.757,10
661.7375,-279.9811,-432.2568,-77.9478,-39.8752,-8.879,-21.5577,-12.8627,-12.6003,-76.2533,-124.2221,10
663.4581,-280.9278,-433.4104,-78.8236,-39.9085,-8.9362,-21.5667,-12.9911,-12.6467,-76.3829,-124.7732,10
665.2718,-281.7632,-434.6619,-79.6511,-39.8916,-8.9702,-21.5464,-13.0025,-12.8105,-76.6605,-125.3673,10
667.0211,-282.549,-435.9346,-80.5581,-40.0143,-9.0345,-21.5664,-13.0018,-12.8306,-76.9427,-125.9488,10
668.8163,-283.1434,-437.1995,-81.3599,-40.3122,-9.102,-21.4009,-13.0392,-12.8372,-77.2039,-126.5313,10
670.5844,-283.8191,-438.6758,-82.1186,-40.5176,-9.1659,-21.281,-13.0932,-12.8339,-77.6387,-127.0807,10
672.3169,-284.4153,-440.0496,-82.8173,-40.6195,-9.2213,-21.2792,-13.1472,-12.876,-77.9352,-127.6317,10
674.0583,-285.0912,-441.3815,-83.3892,-40.83,-9.3089,-21.3734,-13.1931,-12.7693,-78.0428,-128.1546,10
675.8001,-285.7564,-442.5655,-84.0269,-40.9399,-9.3984,-21.6489,-13.271,-12.7477,-78.2829,-128.7237,10
677.5722,-286.386,-443.638,-84.5897,-40.8087,-9.3986,-21.7046,-13.3104,-12.7597,-78.5246,-129.2354,10
679.3339,-286.8465,-444.6617,-85.3224,-40.8139,-9.4088,-21.7524,-13.372,-12.7907,-78.8016,-129.7822,10
681.0527,-287.3578,-445.627,-85.9162,-40.8402,-9.4245,-21.5849,-13.3922,-12.8207,-79.1039,-130.3869,10
682.8353,-287.909,-446.614,-86.8491,-40.9686,-9.4874,-21.46,-13.4378,-12.7256,-79.351,-130.6919,10
684.614,-288.5725,-447.7204,-87.7064,-41.0334,-9.5597,-21.4924,-13.2456,-12.7216,-79.4799,-131.0904,10
686.4142,-289.2622,-448.758,-88.5248,-40.9917,-9.5869,-21.7086,-13.2419,-12.7522,-79.6456,-131.6664,10
688.1282,-289.8608,-449.5409,-89.2595,-41.0807,-9.6346,-21.7169,-13.2664,-12.7971,-79.741,-132.1572,10
689.9847,-290.6133,-450.3922,-90.0065,-41.1714,-9.6445,-21.8048,-13.3096,-12.9564,-79.8604,-132.5808,10
691.3119,-290.9427,-451.22,-90.8347,-41.2583,-9.684,-22.0619,-13.3843,-12.8909,-79.9854,-132.9495,10
693.0499,-291.4696,-452.0766,-91.5161,-41.4878,-9.6889,-22.1109,-13.4185,-12.7954,-80.1532,-133.3279,10
694.7891,-291.9692,-452.9135,-92.3469,-41.6164,-9.6444,-22.1138,-13.4328,-12.8992,-80.3648,-133.7333,10
696.5489,-292.2684,-453.7951,-93.0057,-41.7316,-9.6699,-22.0924,-13.396,-12.989,-80.413,-134.2446,10
698.2923,-292.6217,-454.5278,-93.6139,-41.739,-9.7198,-21.9167,-13.3882,-13.1404,-80.6065,-134.5088,10
700.0487,-293.0393,-455.1799,-94.1672,-41.7529,-9.7343,-21.8753,-13.3921,-13.2401,-80.9514,-134.7554,10
702.0292,-293.4382,-455.9777,-94.7271,-41.7678,-9.8117,-22.0497,-13.481,-13.2668,-81.1939,-135.1038,10
703.7049,-293.8129,-456.7001,-95.4269,-41.8654,-9.8594,-22.1218,-13.4637,-13.2596,-81.5625,-135.5148,10
705.1302,-294.1203,-457.3077,-95.9712,-42.096,-9.9312,-22.1391,-13.4491,-13.4427,-81.5578,-135.8701,10
706.9362,-294.3943,-457.7854,-96.5143,-42.1365,-9.9974,-22.2842,-13.4722,-13.4671,-81.5504,-136.2083,10
708.3497,-294.4461,-458.1508,-97.0641,-42.1363,-10.0123,-22.1369,-13.5082,-13.4307,-81.4601,-136.5061,10
710.1558,-294.3191,-458.1801,-97.6347,-42.1125,-10.0847,-22.0687,-13.74,-13.368,-81.4136,-136.7638,10
712.0473,-294.4498,-458.4773,-98.0176,-42.249,-10.1255,-22.1113,-13.8004,-13.3925,-81.5898,-137.0224,10
713.883,-294.557,-458.7671,-98.6455,-42.2576,-10.1496,-22.2391,-13.9458,-13.3655,-81.7409,-137.2547,10
715.717,-294.6551,-458.8729,-99.273,-42.4137,-10.1195,-22.2504,-13.8856,-13.3234,-81.8547,-137.4923,10
717.5684,-294.8037,-458.9619,-99.8191,-42.2239,-10.1545,-22.3702,-13.8049,-13.3971,-82.0025,-137.7008,10
719.3683,-294.8643,-459.1011,-100.5647,-42.099,-10.1658,-22.4637,-13.7601,-13.3818,-81.9343,-137.8706,10
721.1941,-294.7124,-459.1839,-100.9491,-42.0012,-10.1668,-22.2547,-13.7396,-13.3357,-81.952,-138.1597,10
722.6165,-294.5663,-459.2003,-101.1891,-41.7356,-10.118,-22.1204,-13.6462,-13.278,-82.0645,-138.3242,10
724.4051,-294.3429,-459.1039,-101.6091,-41.6778,-10.1373,-22.0708,-13.414,-13.2275,-82.0301,-138.4931,10
726.2852,-293.9831,-458.7301,-102.0418,-41.7314,-10.215,-22.0689,-13.2825,-13.1863,-82.0487,-138.5011,10
727.7285,-293.7494,-458.4121,-102.4914,-41.9732,-10.2597,-22.1948,-13.2456,-13.0324,-82.0618,-138.5226,10
728.1905,-293.5134,-458.2512,-102.8993,-42.2208,-10.2778,-22.3374,-13.2484,-12.8593,-82.059,-138.528,10
729.3788,-293.1849,-457.8147,-103.2984,-41.9718,-10.3562,-22.296,-13.2932,-12.8236,-82.0263,-138.4733,10
730.951,-292.7654,-457.2032,-103.6582,-41.7996,-10.4803,-22.3425,-13.3348,-12.9252,-82.0042,-138.4206,10
731.7948,-292.3488,-456.4647,-104.0131,-41.6244,-10.3963,-22.245,-13.2794,-12.8973,-81.8843,-138.3099,10
732.9861,-291.7642,-455.8053,-104.3318,-41.6001,-10.3216,-22.0317,-13.2273,-12.9372,-81.8409,-138.2075,10
734.5533,-291.3281,-455.0273,-104.6475,-41.5285,-10.2534,-22.0772,-13.2155,-12.9053,-81.7605,-138.0887,10
1210.8465,-243.9466,-373.9231,-58.1155,-36.1086,-7.9172,-16.781,-13.4537,-9.5627,-65.101,-103.703,12
1212.6998,-249.9876,-383.4229,-59.7883,-37.0744,-8.4357,-17.2991,-13.7779,-9.6417,-66.8909,-106.4115,12
1214.5352,-255.3134,-392.0351,-61.4454,-37.7987,-8.8431,-17.5173,-14.0725,-9.7397,-68.7411,-109.2549,12
1216.3617,-260.0812,-399.7948,-62.8875,-38.4823,-9.187,-17.7984,-14.348,-9.7186,-69.9978,-111.8069,12
1218.1787,-264.1737,-406.803,-64.4511,-39.0864,-9.4557,-18.0444,-14.6188,-9.814,-71.1701,-114.1076,12
1220.0471,-267.8484,-413.0063,-66.0876,-39.7365,-9.7396,-17.9744,-14.8453,-9.9365,-72.1659,-116.1645,12
1221.9088,-271.0634,-418.1579,-67.6977,-40.2219,-9.987,-18.0795,-15.0204,-10.0965,-72.9729,-118.0403,12
1223.7196,-273.772,-422.7427,-69.4364,-40.5768,-10.1867,-18.1137,-15.0699,-10.16,-73.8337,-119.6665,12
1225.5729,-276.1525,-426.5989,-70.6648,-40.9895,-10.3788,-18.3345,-15.3493,-10.299,-74.5146,-121.1409,12
1227.4238,-278.3296,-429.9658,-71.8017,-41.2892,-10.5018,-18.5008,-15.3103,-10.4828,-75.044,-122.4838,12
1229.2638,-280.3884,-433.1529,-73.0865,-41.551,-10.6256,-18.7481,-15.1701,-10.5393,-75.7256,-123.8901,12
1231.097,-282.214,-436.0776,-74.3743,-41.6798,-10.6934,-18.7401,-15.2066,-10.7382,-76.3377,-125.138,12
1233.1069,-283.8413,-438.7485,-75.594,-41.8322,-10.7772,-19.0078,-15.3987,-10.6759,-76.8109,-126.2545,12
1234.5246,-285.2743,-441.0005,-76.7232,-41.9773,-10.8571,-19.0512,-15.3826,-10.6173,-77.3686,-127.2236,12
1236.3025,-286.5135,-443.131,-77.819,-42.15,-10.9299,-19.1022,-15.4482,-10.6035,-77.7702,-128.1156,12
1238.1065,-287.7102,-445.1896,-78.8716,-42.3118,-10.9922,-19.1774,-15.5693,-10.4622,-77.9973,-128.9277,12
1239.4825,-288.7273,-446.9359,-79.8463,-42.4126,-11.0459,-19.3439,-15.5844,-10.4589,-78.3805,-129.7138,12
1241.3069,-289.5463,-448.4022,-80.8221,-42.5229,-11.1332,-19.3599,-15.637,-10.4256,-78.6266,-130.4958,12
1242.7363,-290.2668,-449.6057,-81.7899,-42.6282,-11.2641,-19.4415,-15.6546,-10.476,-78.9732,-131.1639,12
1244.5652,-291.1883,-451.0485,-82.7106,-42.9265,-11.3553,-19.4537,-15.7049,-10.3844,-79.3141,-131.8556,12
1246.0297,-291.8682,-452.5521,-83.6155,-43.0548,-11.3812,-19.5303,-15.7196,-10.2607,-79.4278,-132.4962,12
1247.8394,-292.7017,-453.8832,-84.52,-43.1106,-11.3827,-19.5782,-15.7235,-10.1039,-79.4991,-133.1529,12
1249.2965,-293.4333,-455.4435,-85.2328,-43.3711,-11.4223,-19.7756,-15.7642,-10.1695,-79.6464,-133.761,12
1251.0853,-294.1691,-456.8706,-86.0748,-43.6009,-11.4373,-19.7563,-16.0162,-10.3083,-80.1508,-134.389,12
1252.918,-295.0863,-458.2654,-86.9411,-43.6744,-11.4073,-19.7877,-16.1073,-10.4554,-80.6472,-135.0156,12
1254.7694,-295.6316,-459.3679,-87.8399,-43.6781,-11.4094,-19.8293,-16.1268,-10.6543,-80.9607,-135.5962,12
1256.5902,-296.2198,-460.5082,-88.7942,-43.7067,-11.4698,-19.6823,-16.0702,-10.8798,-81.1647,-136.1589,12
1258.4167,-296.7835,-461.3524,-89.6494,-43.7953,-11.3492,-19.8117,-16.0857,-10.9205,-81.4001,-136.6774,12
1260.2281,-297.4883,-462.1584,-90.4059,-43.822,-11.3066,-19.9434,-15.9295,-10.9669,-81.639,-137.3112,12
1262.1022,-297.7492,-463.0479,-91.0377,-43.7892,-11.3419,-20.0281,-15.9418,-10.9676,-81.6656,-137.6973,12
1263.9,-298.2295,-463.9069,-91.8029,-43.786,-11.414,-20.0328,-15.9718,-11.0015,-81.9106,-138.1457,12
1265.8403,-298.7246,-464.7648,-92.6128,-43.8055,-11.4893,-20.1725,-16.0144,-11.0021,-82.136,-138.6698,12
1267.2759,-299.2645,-465.7452,-93.3896,-43.8407,-11.5557,-20.1045,-16.0092,-11.0341,-82.3493,-139.0793,12
1269.1114,-299.7786,-466.7164,-94.1791,-43.8422,-11.6526,-19.939,-15.9897,-11.0724,-82.3337,-139.3479,12
1270.9009,-300.1751,-467.4278,-94.7602,-43.8781,-11.71,-19.8814,-16.0102,-11.0302,-82.3796,-139.7278,12
1272.7497,-300.4767,-467.901,-95.45,-43.9276,-11.7091,-19.8052,-16.0058,-10.9259,-82.5806,-140.1407,12
1274.2087,-300.8268,-468.3052,-96.2216,-43.7826,-11.8104,-19.8619,-15.9955,-10.9371,-82.6344,-140.4728,12
1276.0309,-301.2313,-468.72,-96.9027,-43.7957,-11.8189,-20.1154,-15.9844,-10.9934,-82.8417,-140.8828,12
1277.9704,-301.72,-469.3271,-97.7099,-43.9093,-12.0397,-20.4442,-16.0579,-11.1011,-83.0018,-141.3392,12
1279.8667,-302.2814,-470.0304,-98.6625,-44.2561,-12.1009,-20.5447,-16.1118,-11.166,-83.2245,-141.8271,12
1281.7188,-302.6175,-470.9335,-99.3919,-44.3892,-12.1841,-20.5806,-16.1112,-11.2048,-83.4428,-142.2866,12
1283.146,-303.2128,-472.0296,-100.069,-44.465,-12.2157,-20.5462,-16.2484,-11.2668,-83.6425,-142.7811,12
1285.0283,-303.7575,-473.2851,-100.9221,-44.5421,-12.1954,-20.424,-16.2151,-11.2901,-83.8552,-143.2869,12
1286.8641,-304.3986,-474.3717,-101.7018,-44.5813,-12.322,-20.3727,-16.209,-11.2971,-84.3323,-143.8346,12
1288.3334,-305.067,-475.3924,-102.5597,-44.6453,-12.1668,-20.5591,-16.2471,-11.2963,-84.3616,-144.2634,12
1290.1922,-305.5057,-476.2305,-103.3665,-44.7498,-12.101,-20.6472,-16.3836,-11.295,-84.5159,-144.7343,12
1292.0625,-306.0084,-477.162,-104.0558,-44.8566,-11.9944,-20.6841,-16.332,-11.2949,-84.7284,-145.215,12
1293.9196,-306.7093,-478.3001,-104.6931,-44.9479,-12.0274,-20.6871,-16.2185,-11.4157,-85.0791,-145.7782,12
1295.7839,-307.354,-479.2527,-105.3149,-44.8987,-12.0639,-20.6439,-16.2163,-11.361,-85.5448,-146.2271,12
1297.6483,-307.9216,-480.0104,-106.1389,-45.0478,-11.9414,-20.6333,-16.263,-11.332,-85.7023,-146.6691,12
1299.5791,-308.3277,-480.7105,-106.6065,-45.0852,-11.9784,-20.5973,-16.3614,-11.3112,-85.8445,-147.0989,12
1300.9015,-308.6966,-481.2645,-107.1711,-44.9228,-12.0302,-20.48,-16.4562,-11.3449,-85.7184,-147.5236,12
1302.8593,-309.0746,-481.6164,-107.8091,-44.8639,-11.9293,-20.5108,-16.492,-11.2309,-85.9742,-147.8989,12
1304.7398,-309.1967,-481.8459,-108.4857,-44.8962,-11.9839,-20.391,-16.4973,-11.241,-86.2089,-148.2552,12
1306.5963,-308.9589,-481.8004,-108.9978,-45.0037,-12.0477,-20.3597,-16.449,-11.2914,-86.2128,-148.4845,12
1308.4999,-308.6558,-481.5058,-109.4992,-45.0332,-12.1542,-20.4375,-16.3895,-11.3948,-86.116,-148.6481,12
1309.9342,-308.5329,-481.401,-109.9676,-44.9834,-12.2128,-20.5487,-16.3341,-11.3738,-86.1607,-148.6948,12
1311.7874,-308.1299,-481.1352,-110.3676,-44.9066,-12.2461,-20.5287,-16.3288,-11.3889,-86.0591,-148.7879,12
1313.761,-307.7485,-480.7605,-110.8876,-44.7919,-12.2644,-20.5779,-16.3403,-11.3711,-85.8421,-148.8139,12
1315.6734,-307.3195,-480.3259,-111.3364,-44.5999,-12.2371,-20.8009,-16.1531,-11.3885,-85.8478,-148.663,12
